DLiP-ID,Target Pref Name
T000TM,Integrins
T000TN,Integrins
T000TO,Integrins
T000TP,Integrins
T000TQ,Integrins
T000TR,Integrins
T000TS,Cyclophilins
T000TT,Integrins
T000TU,Integrins
T000TV,Integrins
T000TW,SOD1 dimer
T000TX,Integrins
T000TY,Integrins
T000TZ,Integrins
T000U0,Integrins
T000U1,Integrins
T000U2,Integrins
T000U3,Integrins
T000U4,XIAP/Caspase9 or SMAC (BIR3 domanin)
T000U5,FKBP1A/FK506
T000U6,Integrins
T000U7,Integrins
T000U8,Integrins
T000U9,Integrins
T000UA,FKBP1A/FK506
T000UB,Integrins
T000UC,p53/MDM2
T000UD,Neuropilin-1/VEGF-A
T000UE,FKBP1A/FK506
T000UF,Integrins
T000UG,Integrins
T000UH,p53/MDM2
T000UI,Rac1/GEFs
T000UJ,FKBP1A/FK506
T000UK,Integrins
T000UL,Integrins
T000UM,Integrins
T000UN,Integrins
T000UO,Integrins
T000UP,FKBP1A/FK506
T000UQ,Integrins
T000UR,Integrins
T000US,Integrins
T000UT,Integrins
T000UU,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000UV,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000UW,Integrins
T000UX,Integrins
T000UY,Integrins
T000UZ,Integrins
T000V0,Integrins
T000V1,Integrins
T000V2,Neuropilin-1/VEGF-A
T000V3,HIF-1a/p300
T000V4,Integrins
T000V5,Integrins
T000V6,Integrins
T000V7,Integrins
T000V8,Integrins
T000V9,Integrins
T000VA,Integrins
T000VB,Neuropilin-1/VEGF-A
T000VC,Neuropilin-1/VEGF-A
T000VD,Integrins
T000VE,Integrins
T000VF,Neuropilin-1/VEGF-A
T000VG,Integrins
T000VH,Integrins
T000VI,Integrins
T000VJ,Integrins
T000VK,Integrins
T000VL,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000VM,Integrins
T000VN,Integrins
T000VO,Integrins
T000VP,Integrins
T000VQ,Integrins
T000VR,HIF-1a/p300
T000VS,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000VT,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000VU,Integrins
T000VV,Integrins
T000VW,p53/MDM2
T000VX,p53/MDM2
T000VY,Cyclophilins
T000VZ,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000W0,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000W1,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000W2,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000W3,FKBP1A/FK506
T000W4,Integrins
T000W5,Integrins
T000W6,FKBP1A/FK506
T000W7,Neuropilin-1/VEGF-A
T000W8,Integrins
T000W9,Integrins
T000WA,Integrins
T000WB,Integrins
T000WC,Integrins
T000WD,Integrins
T000WE,Integrins
T000WF,Integrins
T000WG,Integrins
T000WH,Integrins
T000WI,XIAP/Caspase9 or SMAC (BIR3 domanin)
T000WJ,FKBP1A/FK506
T000WK,XIAP/Caspase9 or SMAC (BIR3 domanin)
T000WL,Integrins
T000WM,Integrins
T000WN,FKBP1A/FK506
T000WO,Transthyretin tetramer
T000WP,Integrins
T000WQ,Integrins
T000WR,Integrins
T000WS,FKBP1A/FK506
T000WT,Integrins
T000WU,Integrins
T000WV,Integrins
T000WW,Integrins
T000WX,Integrins
T000WY,Integrins
T000WZ,FKBP1A/FK506
T000X0,XIAP/Caspase9 or SMAC (BIR3 domanin)
T000X1,Integrins
T000X2,Integrins
T000X3,XIAP/Caspase9 or SMAC (BIR3 domanin)
T000X4,Integrins
T000X5,Integrins
T000X6,Integrins
T000X7,Integrins
T000X8,Integrins
T000X9,Integrins
T000XA,IL-2/IL-2Ra
T000XB,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000XC,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000XD,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000XE,Integrins
T000XF,Integrins
T000XG,IL-2/IL-2Ra
T000XH,Integrins
T000XI,Integrins
T000XJ,Integrins
T000XK,Integrins
T000XL,Cyclophilins
T000XM,Integrins
T000XN,Integrins
T000XO,Integrins
T000XP,Integrins
T000XQ,Integrins
T000XR,Integrins
T000XS,Integrins
T000XT,Neuropilin-1/VEGF-A
T000XU,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000XV,Cyclophilins
T000XW,Integrins
T000XX,Integrins
T000XY,Integrins
T000XZ,Integrins
T000Y0,Integrins
T000Y1,Integrins
T000Y2,Integrins
T000Y3,Integrins
T000Y4,Integrins
T000Y5,Integrins
T000Y6,Integrins
T000Y7,Integrins
T000Y8,Integrins
T000Y9,Integrins
T000YA,FKBP1A/FK506
T000YB,Integrins
T000YC,Integrins
T000YD,Integrins
T000YE,Integrins
T000YF,Integrins
T000YG,HIF-1a/p300
T000YH,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000YI,XIAP/Caspase9 or SMAC (BIR3 domanin)
T000YJ,Integrins
T000YK,Integrins
T000YL,Integrins
T000YM,Integrins
T000YN,FKBP1A/FK506
T000YO,Integrins
T000YP,Integrins
T000YQ,Integrins
T000YR,Integrins
T000YS,Integrins
T000YT,Integrins
T000YU,Integrins
T000YV,Integrins
T000YW,Integrins
T000YX,Integrins
T000YY,Cyclophilins
T000YZ,Integrins
T000Z0,Integrins
T000Z1,Integrins
T000Z2,p53/MDMX
T000Z3,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000Z4,Integrins
T000Z5,Integrins
T000Z6,Integrins
T000Z7,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000Z8,Integrins
T000Z9,XIAP/Caspase9 or SMAC (BIR3 domanin)
T000ZA,Integrins
T000ZB,Integrins
T000ZC,Integrins
T000ZD,FKBP1A/FK506
T000ZE,FKBP1A/FK506
T000ZF,HIF-1a/p300
T000ZG,Integrins
T000ZH,Integrins
T000ZI,Integrins
T000ZJ,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000ZK,Bcl-2 and Bcl-XL with BAX; BAK and BID
T000ZL,E1/E2
T000ZM,HIF-1a/p300
T000ZN,Cyclophilins
T000ZO,Integrins
T000ZP,Integrins
T000ZQ,Integrins
T000ZR,Integrins
T000ZS,Integrins
T000ZT,Integrins
T000ZU,FKBP1A/FK506
T000ZV,Integrins
T000ZW,Integrins
T000ZX,Integrins
T000ZY,Integrins
T000ZZ,Integrins
T00100,Integrins
T00101,Integrins
T00102,Integrins
T00103,Integrins
T00104,Rac1/GEFs
T00105,Integrins
T00106,Integrins
T00107,Integrins
T00108,FKBP1A/FK506
T00109,Integrins
T0010A,Integrins
T0010B,Integrins
T0010C,HIF-1a/p300
T0010D,Integrins
T0010E,Integrins
T0010F,FKBP1A/FK506
T0010G,Integrins
T0010H,Integrins
T0010I,Integrins
T0010J,XIAP/Caspase9 or SMAC (BIR3 domanin)
T0010K,Cyclophilins
T0010L,Integrins
T0010M,Integrins
T0010N,Neuropilin-1/VEGF-A
T0010O,Neuropilin-1/VEGF-A
T0010P,Integrins
T0010Q,Integrins
T0010R,Integrins
T0010S,p53/MDM2
T0010T,Integrins
T0010U,Cyclophilins
T0010V,Integrins
T0010W,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0010X,Integrins
T0010Y,Integrins
T0010Z,Integrins
T00110,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00111,Integrins
T00112,Integrins
T00113,Integrins
T00114,Integrins
T00115,Integrins
T00116,Integrins
T00117,Integrins
T00118,Integrins
T00119,Integrins
T0011A,Integrins
T0011B,Integrins
T0011C,Integrins
T0011D,Integrins
T0011E,Integrins
T0011F,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0011G,Integrins
T0011H,Integrins
T0011I,Integrins
T0011J,Integrins
T0011K,Integrins
T0011L,Integrins
T0011M,Integrins
T0011N,Integrins
T0011O,Integrins
T0011P,Integrins
T0011Q,Integrins
T0011R,Integrins
T0011S,Integrins
T0011T,HIF-1a/p300
T0011U,Tubulin dimer
T0011V,Integrins
T0011W,Integrins
T0011X,Integrins
T0011Y,Integrins
T0011Z,Integrins
T00120,Integrins
T00121,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00122,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00123,Integrins
T00124,Integrins
T00125,Integrins
T00126,Integrins
T00127,p53/MDMX
T00128,FKBP1A/FK506
T00129,Integrins
T0012A,Integrins
T0012B,Integrins
T0012C,Integrins
T0012D,Integrins
T0012E,Integrins
T0012F,Integrins
T0012G,Integrins
T0012H,Integrins
T0012I,Integrins
T0012J,Rac1/GEFs
T0012K,p53/MDM2
T0012L,Integrins
T0012M,Integrins
T0012N,Integrins
T0012O,Integrins
T0012P,p53/MDM2
T0012Q,Integrins
T0012R,Integrins
T0012S,Integrins
T0012T,Integrins
T0012U,Integrins
T0012V,Integrins
T0012W,Integrins
T0012X,FKBP1A/FK506
T0012Y,Integrins
T0012Z,Integrins
T00130,Integrins
T00131,Integrins
T00132,Integrins
T00133,Integrins
T00134,Integrins
T00135,Integrins
T00136,Integrins
T00137,Integrins
T00138,XIAP/Caspase9 or SMAC (BIR3 domanin)
T00139,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0013A,Integrins
T0013B,Integrins
T0013C,Integrins
T0013D,Integrins
T0013E,Integrins
T0013F,Integrins
T0013G,XIAP/Caspase9 or SMAC (BIR3 domanin)
T0013H,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0013I,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0013J,Transthyretin tetramer
T0013K,FKBP1A/FK506
T0013L,Integrins
T0013M,Integrins
T0013N,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0013O,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0013P,FKBP1A/FK506
T0013Q,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0013R,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0013S,Integrins
T0013T,HIF-1a/p300
T0013U,Integrins
T0013V,Integrins
T0013W,Integrins
T0013X,Integrins
T0013Y,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0013Z,Integrins
T00140,Integrins
T00141,Integrins
T00142,Integrins
T00143,Integrins
T00144,Integrins
T00145,Integrins
T00146,Integrins
T00147,BRD2/Ack
T00148,BRDT/H4
T00149,Cyclophilins
T0014A,Integrins
T0014B,Integrins
T0014C,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0014D,Integrins
T0014E,Integrins
T0014F,Integrins
T0014G,Integrins
T0014H,Integrins
T0014I,HIF-1a/p300
T0014J,Integrins
T0014K,Integrins
T0014L,Integrins
T0014M,Integrins
T0014N,Integrins
T0014O,Integrins
T0014P,Rac1/GEFs
T0014Q,Integrins
T0014R,Integrins
T0014S,Integrins
T0014T,FKBP1A/FK506
T0014U,Integrins
T0014V,Integrins
T0014W,Integrins
T0014X,Integrins
T0014Y,Integrins
T0014Z,Integrins
T00150,Integrins
T00151,Integrins
T00152,Integrins
T00153,Integrins
T00154,Integrins
T00155,Integrins
T00156,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00157,Integrins
T00158,Integrins
T00159,Integrins
T0015A,Integrins
T0015B,Integrins
T0015C,Cyclophilins
T0015D,Integrins
T0015E,Integrins
T0015F,BetaCatenin/Tcf4 and Tcf3
T0015G,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0015H,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0015I,Neuropilin-1/VEGF-A
T0015J,Integrins
T0015K,Integrins
T0015L,Integrins
T0015M,Integrins
T0015N,FKBP1A/FK506
T0015O,Neuropilin-1/VEGF-A
T0015P,Integrins
T0015Q,Integrins
T0015R,CRM1/Rev
T0015S,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0015T,p53/MDM2
T0015U,Integrins
T0015V,Integrins
T0015W,Integrins
T0015X,Integrins
T0015Y,Integrins
T0015Z,Integrins
T00160,Integrins
T00161,Integrins
T00162,IL-2/IL-2Ra
T00163,Integrins
T00164,Integrins
T00165,S100B/p53
T00166,Integrins
T00167,Integrins
T00168,Integrins
T00169,XIAP/Caspase9 or SMAC (BIR3 domanin)
T0016A,XIAP/Caspase9 or SMAC (BIR3 domanin)
T0016B,Integrins
T0016C,Integrins
T0016D,Integrins
T0016E,Integrins
T0016F,Integrins
T0016G,Integrins
T0016H,Integrins
T0016I,Integrins
T0016J,Integrins
T0016K,Integrins
T0016L,Integrins
T0016M,Integrins
T0016N,Integrins
T0016O,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0016P,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0016Q,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0016R,Neuropilin-1/VEGF-A
T0016S,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0016T,p53/MDM2
T0016U,Integrins
T0016V,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0016W,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0016X,Integrins
T0016Y,Integrins
T0016Z,Integrins
T00170,Integrins
T00171,Integrins
T00172,STAT3 dimer
T00173,Integrins
T00174,Integrins
T00175,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00176,Integrins
T00177,Integrins
T00178,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00179,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0017A,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0017B,Integrins
T0017C,Integrins
T0017D,Integrins
T0017E,FKBP1A/FK506
T0017F,Integrins
T0017G,Integrins
T0017H,Integrins
T0017I,Neuropilin-1/VEGF-A
T0017J,Integrins
T0017K,Integrins
T0017L,Integrins
T0017M,p53/MDM2
T0017N,HIF-1a/p300
T0017O,Integrins
T0017P,Integrins
T0017Q,Integrins
T0017R,Integrins
T0017S,Integrins
T0017T,Integrins
T0017U,Integrins
T0017V,Integrins
T0017W,Integrins
T0017X,Integrins
T0017Y,XIAP/Caspase9 or SMAC (BIR3 domanin)
T0017Z,Integrins
T00180,Bcl-2 and Bcl-XL with BAX; BAK and BID
T00181,Integrins
T00182,Integrins
T00183,Integrins
T00184,Integrins
T00185,Integrins
T00186,Integrins
T00187,Integrins
T00188,FKBP1A/FK506
T00189,FKBP1A/FK506
T0018A,FKBP1A/FK506
T0018B,Integrins
T0018C,Integrins
T0018D,SOD1 dimer
T0018E,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0018F,Integrins
T0018G,Integrins
T0018H,Integrins
T0018I,Integrins
T0018J,Integrins
T0018K,Integrins
T0018L,STAT3 dimer
T0018M,Cyclophilins
T0018N,HIF-1a/p300
T0018O,Integrins
T0018P,Integrins
T0018Q,Integrins
T0018R,Integrins
T0018S,HIF-1a/p300
T0018T,Integrins
T0018U,Integrins
T0018V,p53/MDMX
T0018W,p53/MDM2
T0018X,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0018Y,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0018Z,Integrins
T00190,Integrins
T00191,BRD2/Ack
T00192,Cyclophilins
T00193,Integrins
T00194,Integrins
T00195,Integrins
T00196,Integrins
T00197,Integrins
T00198,Integrins
T00199,Integrins
T0019A,Integrins
T0019B,FKBP1A/FK506
T0019C,Integrins
T0019D,Integrins
T0019E,Integrins
T0019F,Integrins
T0019G,Integrins
T0019H,Integrins
T0019I,Integrins
T0019J,BetaCatenin/Tcf4 and Tcf3
T0019K,Integrins
T0019L,Integrins
T0019M,Integrins
T0019N,FKBP1A/FK506
T0019O,Integrins
T0019P,Integrins
T0019Q,Integrins
T0019R,Integrins
T0019S,Integrins
T0019T,Integrins
T0019U,Bcl-2 and Bcl-XL with BAX; BAK and BID
T0019V,p53/MDM2
T0019W,Integrins
T0019X,Integrins
T0019Y,Integrins
T0019Z,Integrins
T001A0,Integrins
T001A1,Integrins
T001A2,Integrins
T001A3,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001A4,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001A5,HIF-1a/p300
T001A6,Integrins
T001A7,Integrins
T001A8,Integrins
T001A9,Integrins
T001AA,Integrins
T001AB,Cyclophilins
T001AC,Integrins
T001AD,Integrins
T001AE,Integrins
T001AF,Integrins
T001AG,Integrins
T001AH,Integrins
T001AI,Integrins
T001AJ,Integrins
T001AK,Integrins
T001AL,Integrins
T001AM,Integrins
T001AN,Integrins
T001AO,Integrins
T001AP,BRD4/NUT
T001AQ,Integrins
T001AR,Integrins
T001AS,Integrins
T001AT,Integrins
T001AU,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001AV,Tubulin dimer
T001AW,HIF-1a/p300
T001AX,Integrins
T001AY,Integrins
T001AZ,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001B0,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001B1,STAT3 dimer
T001B2,Integrins
T001B3,Transthyretin tetramer
T001B4,p53/MDM2
T001B5,Integrins
T001B6,Integrins
T001B7,Integrins
T001B8,Integrins
T001B9,Integrins
T001BA,Integrins
T001BB,Integrins
T001BC,Integrins
T001BD,Cyclophilins
T001BE,Cyclophilins
T001BF,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001BG,BRD4/NUT
T001BH,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001BI,Integrins
T001BJ,Integrins
T001BK,Integrins
T001BL,Integrins
T001BM,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001BN,Cyclophilins
T001BO,Integrins
T001BP,Integrins
T001BQ,Integrins
T001BR,Integrins
T001BS,Integrins
T001BT,Integrins
T001BU,Integrins
T001BV,Integrins
T001BW,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001BX,FKBP1A/FK506
T001BY,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001BZ,Integrins
T001C0,Integrins
T001C1,Integrins
T001C2,Integrins
T001C3,Integrins
T001C4,Integrins
T001C5,Integrins
T001C6,Integrins
T001C7,Integrins
T001C8,Integrins
T001C9,Integrins
T001CA,Integrins
T001CB,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001CC,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001CD,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001CE,Integrins
T001CF,Integrins
T001CG,Integrins
T001CH,Integrins
T001CI,Integrins
T001CJ,HIF-1a/p300
T001CK,p53/MDM2
T001CL,Integrins
T001CM,Integrins
T001CN,Integrins
T001CO,Integrins
T001CP,Integrins
T001CQ,p53/MDM2
T001CR,p53/MDM2
T001CS,Integrins
T001CT,Integrins
T001CU,Integrins
T001CV,Integrins
T001CW,Integrins
T001CX,Integrins
T001CY,p53/MDM2
T001CZ,Integrins
T001D0,Integrins
T001D1,Integrins
T001D2,Integrins
T001D3,FKBP1A/FK506
T001D4,p53/MDM2
T001D5,Cyclophilins
T001D6,Integrins
T001D7,FKBP1A/FK506
T001D8,p53/MDM2
T001D9,FKBP1A/FK506
T001DA,Integrins
T001DB,Integrins
T001DC,Integrins
T001DD,Integrins
T001DE,Integrins
T001DF,Integrins
T001DG,Integrins
T001DH,Integrins
T001DI,FKBP1A/FK506
T001DJ,BRD4/NUT
T001DK,Integrins
T001DL,Cyclophilins
T001DM,Integrins
T001DN,Integrins
T001DO,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001DP,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001DQ,Integrins
T001DR,Integrins
T001DS,Integrins
T001DT,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001DU,Integrins
T001DV,Cyclophilins
T001DW,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001DX,CRM1/Rev
T001DY,p53/MDM2
T001DZ,Integrins
T001E0,Integrins
T001E1,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001E2,Integrins
T001E3,Integrins
T001E4,HIF-1a/p300
T001E5,IL-2/IL-2Ra
T001E6,Integrins
T001E7,Integrins
T001E8,Integrins
T001E9,Integrins
T001EA,Integrins
T001EB,p53/MDM2
T001EC,Integrins
T001ED,Integrins
T001EE,Integrins
T001EF,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001EG,HIF-1a/p300
T001EH,Integrins
T001EI,Integrins
T001EJ,Integrins
T001EK,Integrins
T001EL,Integrins
T001EM,Integrins
T001EN,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001EO,Integrins
T001EP,Integrins
T001EQ,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001ER,FKBP1A/FK506
T001ES,Integrins
T001ET,BRD4/NUT
T001EU,Neuropilin-1/VEGF-A
T001EV,Integrins
T001EW,Integrins
T001EX,FKBP1A/FK506
T001EY,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001EZ,Integrins
T001F0,Integrins
T001F1,p53/MDM2
T001F2,FKBP1A/FK506
T001F3,Integrins
T001F4,Integrins
T001F5,Integrins
T001F6,Integrins
T001F7,Tubulin dimer
T001F8,p53/MDM2
T001F9,Rac1/GEFs
T001FA,Integrins
T001FB,Integrins
T001FC,Integrins
T001FD,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001FE,FKBP1A/FK506
T001FF,Integrins
T001FG,Integrins
T001FH,Integrins
T001FI,Integrins
T001FJ,Integrins
T001FK,STAT3 dimer
T001FL,Integrins
T001FM,Integrins
T001FN,Integrins
T001FO,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001FP,FKBP1A/FK506
T001FQ,Integrins
T001FR,Integrins
T001FS,Integrins
T001FT,Tubulin dimer
T001FU,Integrins
T001FV,STAT5 dimer
T001FW,Integrins
T001FX,Integrins
T001FY,p53/MDM2
T001FZ,Transthyretin tetramer
T001G0,Integrins
T001G1,Integrins
T001G2,Integrins
T001G3,Integrins
T001G4,Integrins
T001G5,Integrins
T001G6,E1/E2
T001G7,Integrins
T001G8,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001G9,E1/E2
T001GA,FKBP1A/FK506
T001GB,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001GC,FKBP1A/FK506
T001GD,Integrins
T001GE,Integrins
T001GF,Integrins
T001GG,Neuropilin-1/VEGF-A
T001GH,p53/MDM2
T001GI,Integrins
T001GJ,Integrins
T001GK,Integrins
T001GL,p53/MDM2
T001GM,Integrins
T001GN,Integrins
T001GO,BRD4/NUT
T001GP,Integrins
T001GQ,Integrins
T001GR,Rac1/GEFs
T001GS,Integrins
T001GT,Integrins
T001GU,FKBP1A/FK506
T001GV,FKBP1A/FK506
T001GW,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001GX,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001GY,Integrins
T001GZ,Integrins
T001H0,HIF-1a/p300
T001H1,Cyclophilins
T001H2,p53/MDM2
T001H3,Integrins
T001H4,Integrins
T001H5,Cyclophilins
T001H6,Integrins
T001H7,Integrins
T001H8,Integrins
T001H9,Integrins
T001HA,Integrins
T001HB,Integrins
T001HC,Integrins
T001HD,p53/MDM2
T001HE,Integrins
T001HF,Integrins
T001HG,Integrins
T001HH,Integrins
T001HI,SOD1 dimer
T001HJ,Rad51/BRCA2
T001HK,Integrins
T001HL,HIF-1a/p300
T001HM,FKBP1A/FK506
T001HN,Integrins
T001HO,p53/MDM2
T001HP,Integrins
T001HQ,Integrins
T001HR,Integrins
T001HS,Integrins
T001HT,Integrins
T001HU,Integrins
T001HV,Integrins
T001HW,Integrins
T001HX,Integrins
T001HY,Integrins
T001HZ,Integrins
T001I0,HIF-1a/p300
T001I1,Integrins
T001I2,Integrins
T001I3,Cyclophilins
T001I4,E1/E2
T001I5,Integrins
T001I6,Integrins
T001I7,Integrins
T001I8,p53/MDM2
T001I9,Integrins
T001IA,Integrins
T001IB,FKBP1A/FK506
T001IC,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001ID,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001IE,FKBP1A/FK506
T001IF,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001IG,Integrins
T001IH,HIF-1a/p300
T001II,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001IJ,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001IK,Integrins
T001IL,Integrins
T001IM,Integrins
T001IN,Integrins
T001IO,Integrins
T001IP,Integrins
T001IQ,Integrins
T001IR,Integrins
T001IS,Integrins
T001IT,Integrins
T001IU,Integrins
T001IV,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001IW,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001IX,Integrins
T001IY,Integrins
T001IZ,FKBP1A/FK506
T001J0,Integrins
T001J1,Integrins
T001J2,Integrins
T001J3,Integrins
T001J4,FKBP1A/FK506
T001J5,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001J6,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001J7,p53/MDM2
T001J8,Integrins
T001J9,Integrins
T001JA,Integrins
T001JB,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001JC,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001JD,Integrins
T001JE,Integrins
T001JF,Integrins
T001JG,Integrins
T001JH,Integrins
T001JI,Integrins
T001JJ,Integrins
T001JK,Integrins
T001JL,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001JM,Integrins
T001JN,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001JO,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001JP,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001JQ,Integrins
T001JR,STAT3 dimer
T001JS,HIF-1a/p300
T001JT,Integrins
T001JU,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001JV,Integrins
T001JW,Integrins
T001JX,Integrins
T001JY,Integrins
T001JZ,Integrins
T001K0,Integrins
T001K1,Integrins
T001K2,Integrins
T001K3,Integrins
T001K4,HIF-1a/p300
T001K5,p53/MDM2
T001K6,p53/MDMX
T001K7,p53/MDM2
T001K8,Integrins
T001K9,Integrins
T001KA,Integrins
T001KB,Integrins
T001KC,Integrins
T001KD,Rad51/BRCA2
T001KE,Integrins
T001KF,Integrins
T001KG,Integrins
T001KH,Integrins
T001KI,Integrins
T001KJ,Integrins
T001KK,Cyclophilins
T001KL,Integrins
T001KM,Integrins
T001KN,Integrins
T001KO,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001KP,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001KQ,p53/MDM2
T001KR,Integrins
T001KS,Integrins
T001KT,Integrins
T001KU,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001KV,Integrins
T001KW,Integrins
T001KX,Integrins
T001KY,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001KZ,FKBP1A/FK506
T001L0,Integrins
T001L1,Integrins
T001L2,Integrins
T001L3,p53/MDM2
T001L4,Integrins
T001L5,Neuropilin-1/VEGF-A
T001L6,Integrins
T001L7,Integrins
T001L8,Integrins
T001L9,Neuropilin-1/VEGF-A
T001LA,Integrins
T001LB,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001LC,Integrins
T001LD,Integrins
T001LE,Integrins
T001LF,Integrins
T001LG,Integrins
T001LH,Integrins
T001LI,Integrins
T001LJ,Integrins
T001LK,Integrins
T001LL,Integrins
T001LM,Integrins
T001LN,Integrins
T001LO,Integrins
T001LP,Integrins
T001LQ,Integrins
T001LR,Integrins
T001LS,Integrins
T001LT,Integrins
T001LU,FKBP1A/FK506
T001LV,XIAP/Caspase9 or SMAC (BIR3 domanin)
T001LW,Integrins
T001LX,FKBP1A/FK506
T001LY,Integrins
T001LZ,Integrins
T001M0,Integrins
T001M1,Integrins
T001M2,Integrins
T001M3,Integrins
T001M4,Integrins
T001M5,FKBP1A/FK506
T001M6,Cyclophilins
T001M7,Cyclophilins
T001M8,Integrins
T001M9,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001MA,Bcl-2 and Bcl-XL with BAX; BAK and BID
T001MB,FKBP1A/FK506
J1006M,GATA4/NKX2-5
